artifact_id,phase,run_id,filename,artifact_type,storage_location,sha256,bytes,immutable,contains_private_data,paper_usage
AR-0063,1.0D,rv2-authority,phase1_0d_semantic_review_v2_execution_prompt.md,authority_prompt,repo:docs/prompts,7b93c90a299ff4e77b83d4633624053f8ce53afcd04279ca3050c5ab14428e19,36742,no,no,provenance
AR-0064,1.0D,20260805T180417Z,00_capacity_certificate.json,capacity_certificate,repo:artifacts/phase1-0d-semantic-review-v2-transport-capacity/20260805T180417Z,20e486e05a5f076b720ca12db3459b5a1c2c42e95684977dfdcff19d6da055d3,31930,yes,no,operational_evidence
AR-0065,1.0D,20260805T180417Z,artifact_manifest.json,artifact_manifest,repo:artifacts/phase1-0d-semantic-review-v2-transport-capacity/20260805T180417Z,23016ad15430b1720e4b37033a3638bf45e817ac00513292d138d26e0ed0a834,388,yes,no,provenance
AR-0066,1.0D,20260805T180417Z,j-space-observation-phase1-0d-capacity-sealer image,container_image,acr:acrjspaceobssea0708231738/j-space-observation-phase1-0d-capacity-sealer@sha256:1c04065228bf57f042069e32b8f05e613c2e7e536a8c98ba755a804bfc2d1d32,1c04065228bf57f042069e32b8f05e613c2e7e536a8c98ba755a804bfc2d1d32,not_recorded,yes,no,operational_provenance
AR-0067,S3-P,s3-protocol-authority-a989288,phase_s3_jlens_validity_protocol_design_prompt.md,authority_prompt,repo:docs/prompts/phase_s3_jlens_validity_protocol_design_prompt.md@a98928817ce738d4e2af3365c099ed8fa6ab09e8,5d39859bc3d75143f3fdcb469de1d199ad7f831d474509b605569cdc9c1814b8,31626,yes,no,preregistration_authority
AR-0068,S3-P,s3-protocol-freeze-d17edbb,jlens_s3_validity_protocol.json,preregistered_protocol,repo:docs/jlens_s3_validity_protocol.json@d17edbb56d27732d8d76afeb6a2f037bf6ffa4a6,bb07dc3be90539e88ff8ada8adee879da747ec5b0b0409499b9809f259df4625,45138,yes,no,preregistration
AR-0069,S3-P,s3-protocol-freeze-d17edbb,jlens_s3_validity_protocol.schema.json,closed_schema,repo:docs/jlens_s3_validity_protocol.schema.json@d17edbb56d27732d8d76afeb6a2f037bf6ffa4a6,5d6e2fc33771b427130bd1dbe94c79cdf6d5827288b96929352c0caa793acbf1,50831,yes,no,preregistration
AR-0070,S3-P,s3-protocol-freeze-d17edbb,jlens_s3_validity_protocol.md,protocol_crosswalk,repo:docs/jlens_s3_validity_protocol.md@d17edbb56d27732d8d76afeb6a2f037bf6ffa4a6,d2e851013037a5efa96d7ae06c3d7c9d63466b299d255c75b6c665debf862bff,21150,yes,no,methods
AR-0071,S3-P,s3-protocol-review-66c4e68,jlens_s3_validity_protocol_review.md,methods_review,repo:docs/jlens_s3_validity_protocol_review.md@66c4e68542af82689c225a6dc3164b8cc2d8e613,3ea426e74006098ebedf28e6f71f45e0bc38cc040df652ab1632eb288b07cb6a,5247,yes,no,preregistration_review
AR-0072,S3-P,s3-protocol-freeze-d17edbb,jlens_s3_validity_protocol_freeze.md,freeze_decision,repo:docs/decisions/jlens_s3_validity_protocol_freeze.md@d17edbb56d27732d8d76afeb6a2f037bf6ffa4a6,d7d9623e3668b5469b426ba45671f267b631599e44f598f710f6c16564a96b48,5611,yes,no,decision
AR-0073,S3-P,s3-validator-source-3954e6e,jlens_s3_protocol.py,validator_source,repo:src/jspace_observation/jlens_s3_protocol.py@3954e6e0089271e835de152e4c7e3e9591bb8491,75979a9f7b5a596c209fe10ec4e4fda1291a99b59bb6b0f6fc63c69eb87fb0c5,77135,yes,no,validation_source
AR-0074,S3-P,s3-validator-source-3954e6e,validate_jlens_s3_protocol.py,validator_cli,repo:scripts/validate_jlens_s3_protocol.py@3954e6e0089271e835de152e4c7e3e9591bb8491,9682677258f3de060a50cffd7a590734b9a25b48ac4416a2948a5eae3f3af844,2257,yes,no,validation_source
AR-0075,S3-P,s3-validator-source-3954e6e,test_jlens_s3_protocol.py,validator_tests,repo:tests/test_jlens_s3_protocol.py@3954e6e0089271e835de152e4c7e3e9591bb8491,aead1f7ef032be2b8332f80ca53d16a5215e1f1e72b8b0fd123346565f5c6d00,24250,yes,no,validation_source
