run_id,phase,track,metric,stratum,condition,n,numerator,denominator,value,ci_lower,ci_upper,threshold,passed,not_applicable_reason
PENDING,phase05c-jlens-disjoint,track-a1,not_applicable,all,not_applicable,,,,,,,,,"pre-run scaffold: the Phase 0.5C container job has not executed, so no measured value exists yet"
