run_id,phase,track,row_label,condition,n_prompts,metric,value,unit,status,not_applicable_reason
PENDING,phase05c-jlens-disjoint,track-a1,not_applicable,not_applicable,,not_applicable,,,not_applicable,"pre-run scaffold: the Phase 0.5C container job has not executed, so no measured value exists yet"
