run_id,phase,track,metric,stratum,condition,n,numerator,denominator,value,ci_lower,ci_upper,threshold,passed,not_applicable_reason
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-heldout-007,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-heldout-008,corpus_registration,,,,40,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-heldout-009,corpus_registration,,,,40,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-heldout-010,corpus_registration,,,,40,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-001,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-002,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-003,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-004,corpus_registration,,,,41,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-005,corpus_registration,,,,43,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-006,corpus_registration,,,,44,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-007,corpus_registration,,,,41,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-008,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-009,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-010,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-011,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-012,corpus_registration,,,,38,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-013,corpus_registration,,,,40,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-014,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-015,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-016,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-017,corpus_registration,,,,43,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-018,corpus_registration,,,,41,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-019,corpus_registration,,,,43,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-020,corpus_registration,,,,40,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-021,corpus_registration,,,,42,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-022,corpus_registration,,,,43,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-023,corpus_registration,,,,43,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-024,corpus_registration,,,,44,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_proxy_token_count,sat-reserve-025,corpus_registration,,,,43,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-001,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-002,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-003,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-004,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-005,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-006,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-007,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-008,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-009,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-010,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-011,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-012,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-013,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-014,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-015,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-016,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-017,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-018,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-019,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-020,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-021,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-022,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-023,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-024,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-fit-025,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-001,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-002,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-003,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-004,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-005,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-006,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-007,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-008,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-009,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-heldout-010,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-001,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-002,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-003,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-004,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-005,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-006,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-007,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-008,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-009,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-010,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-011,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-012,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-013,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-014,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-015,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-016,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-017,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-018,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-019,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-020,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-021,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-022,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-023,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-024,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,corpus_token_count,sat-reserve-025,corpus_registration,,,,32,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_25a::layer_6,existing_lens_25a,,,,27.7707614899,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_25a::layer_13,existing_lens_25a,,,,37.1623191833,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_25a::layer_20,existing_lens_25a,,,,51.6271858215,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,lens_bytes,lens_25a,existing_lens_25a,,,,28314032,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_1::layer_6,fit_25b_shard_1,,,,32.793636322,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_1::layer_13,fit_25b_shard_1,,,,39.9929695129,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_1::layer_20,fit_25b_shard_1,,,,52.665397644,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fit_wall_clock_seconds,fit_25b_shard_1,fit_25b_shard_1,10,,,515.963597568,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,wall_clock_per_prompt,fit_25b_shard_1,fit_25b_shard_1,10,515.963597568,10,51.5963597568,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_allocated_bytes,fit_25b_shard_1,fit_25b_shard_1,,,,3633504768,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_reserved_bytes,fit_25b_shard_1,fit_25b_shard_1,,,,3829399552,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,checkpoint_bytes,fit_25b_shard_1,fit_25b_shard_1,,,,28314123,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_2::layer_6,fit_25b_shard_2,,,,31.8098716736,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_2::layer_13,fit_25b_shard_2,,,,39.1845474243,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_2::layer_20,fit_25b_shard_2,,,,52.1306724548,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fit_wall_clock_seconds,fit_25b_shard_2,fit_25b_shard_2,10,,,515.848315655,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,wall_clock_per_prompt,fit_25b_shard_2,fit_25b_shard_2,10,515.848315655,10,51.5848315655,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_allocated_bytes,fit_25b_shard_2,fit_25b_shard_2,,,,3633504768,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_reserved_bytes,fit_25b_shard_2,fit_25b_shard_2,,,,3829399552,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,checkpoint_bytes,fit_25b_shard_2,fit_25b_shard_2,,,,28314123,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_3::layer_6,fit_25b_shard_3,,,,34.6684761047,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_3::layer_13,fit_25b_shard_3,,,,39.9077415466,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,fit_25b_shard_3::layer_20,fit_25b_shard_3,,,,52.3446769714,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fit_wall_clock_seconds,fit_25b_shard_3,fit_25b_shard_3,5,,,257.969807384,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,wall_clock_per_prompt,fit_25b_shard_3,fit_25b_shard_3,5,257.969807384,5,51.5939614768,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_allocated_bytes,fit_25b_shard_3,fit_25b_shard_3,,,,3633504768,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_reserved_bytes,fit_25b_shard_3,fit_25b_shard_3,,,,3829399552,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,checkpoint_bytes,fit_25b_shard_3,fit_25b_shard_3,,,,28314123,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_25b::layer_6,fit_25b_merged,,,,29.4408359528,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_25b::layer_13,fit_25b_merged,,,,38.3576049805,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_25b::layer_20,fit_25b_merged,,,,51.8835334778,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fit_wall_clock_seconds,lens_25b,fit_25b_merged,25,,,1289.78172061,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,wall_clock_per_prompt,lens_25b,fit_25b_merged,25,,,51.5912688243,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,merge_seconds,lens_25b,fit_25b_merged,25,,,0.0221621590008,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,checkpoint_bytes,lens_25b,fit_25b_merged,25,,,84942369,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,peak_gpu_memory,lens_25b,fit_25b_merged,25,,,3829399552,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_reserved_bytes,lens_25b,fit_25b_merged,25,,,3829399552,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,gpu_peak_allocated_bytes,lens_25b,fit_25b_merged,25,,,3633504768,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_50m::layer_6,merge_50,,,,27.7203540802,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_50m::layer_13,merge_50,,,,37.4348640442,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,matrix_norm,lens_50m::layer_20,merge_50,,,,51.6235618591,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,merge_weighting_cross_check_max_abs,all,merge_weighting_cross_check,50,,,0,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,merge_seconds,lens_50m,merge_50,50,,,0.00759371599997,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,save_load_max_abs,lens_25a,serialization,,,,0,,,0,true,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,lens_bytes,lens_25a,serialization,,,,28313996,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,save_load_max_abs,lens_25b,serialization,,,,0,,,0,true,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,lens_bytes,lens_25b,serialization,,,,28313996,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,save_load_max_abs,lens_50m,serialization,,,,0,,,0,true,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,lens_bytes,lens_50m,serialization,,,,28313996,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,save_load_max_abs,all,serialization,3,,,0,,,0,true,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_25B::sat-heldout-001,heldout_apply,10,,,0.94275576984,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_25B::sat-heldout-001,heldout_apply,10,,,0.733333333333,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_25B::sat-heldout-001,heldout_apply,10,,,0.953532400278,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_50M::sat-heldout-001,heldout_apply,10,,,0.984847181009,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_50M::sat-heldout-001,heldout_apply,10,,,0.866666666667,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_50M::sat-heldout-001,heldout_apply,10,,,0.987741944523,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25B_vs_50M::sat-heldout-001,heldout_apply,10,,,0.986265357474,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25B_vs_50M::sat-heldout-001,heldout_apply,10,,,0.833333333333,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25B_vs_50M::sat-heldout-001,heldout_apply,10,,,0.988271513011,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_25B::sat-heldout-002,heldout_apply,10,,,0.982318715655,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_25B::sat-heldout-002,heldout_apply,10,,,0.733333333333,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_25B::sat-heldout-002,heldout_apply,10,,,0.951219454312,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_50M::sat-heldout-002,heldout_apply,10,,,0.995774151984,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_50M::sat-heldout-002,heldout_apply,10,,,0.866666666667,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_50M::sat-heldout-002,heldout_apply,10,,,0.987611363774,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25B_vs_50M::sat-heldout-002,heldout_apply,10,,,0.995354150924,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25B_vs_50M::sat-heldout-002,heldout_apply,10,,,0.866666666667,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25B_vs_50M::sat-heldout-002,heldout_apply,10,,,0.987083802172,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_25B::sat-heldout-003,heldout_apply,10,,,0.970527386217,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_25B::sat-heldout-003,heldout_apply,10,,,0.833333333333,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_25B::sat-heldout-003,heldout_apply,10,,,0.965139989832,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_50M::sat-heldout-003,heldout_apply,10,,,0.992660704081,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_50M::sat-heldout-003,heldout_apply,10,,,0.9,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_50M::sat-heldout-003,heldout_apply,10,,,0.990556274335,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25B_vs_50M::sat-heldout-003,heldout_apply,10,,,0.992535755552,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25B_vs_50M::sat-heldout-003,heldout_apply,10,,,0.933333333333,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25B_vs_50M::sat-heldout-003,heldout_apply,10,,,0.991515521275,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_25B::sat-heldout-004,heldout_apply,10,,,0.983345225033,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_25B::sat-heldout-004,heldout_apply,10,,,0.666666666667,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_rank_correlation,pair::25A_vs_25B::sat-heldout-004,heldout_apply,10,,,0.955170180226,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_apply_logit_cosine,pair::25A_vs_50M::sat-heldout-004,heldout_apply,10,,,0.996077776371,,,,,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,heldout_topk_overlap,pair::25A_vs_50M::sat-heldout-004,heldout_apply,10,,,0.866666666667,,,,,
