run_id,phase,track,figure_id,series,x_label,x_value,y_label,y_value,status,not_applicable_reason
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25A_vs_25B::layer_13,lens_pair,25A_vs_25B,cosine,0.965819791705,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25A_vs_25B::layer_20,lens_pair,25A_vs_25B,relative_frobenius,0.14241838828,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25A_vs_25B::layer_20,lens_pair,25A_vs_25B,cosine,0.989951022733,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25A_vs_25B::layer_6,lens_pair,25A_vs_25B,relative_frobenius,0.483067384312,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25A_vs_25B::layer_6,lens_pair,25A_vs_25B,cosine,0.878118839941,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25A_vs_50M::layer_13,lens_pair,25A_vs_50M,relative_frobenius,0.133020905249,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25A_vs_50M::layer_13,lens_pair,25A_vs_50M,cosine,0.991227770186,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25A_vs_50M::layer_20,lens_pair,25A_vs_50M,relative_frobenius,0.0715677972427,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25A_vs_50M::layer_20,lens_pair,25A_vs_50M,cosine,0.997569063244,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25A_vs_50M::layer_6,lens_pair,25A_vs_50M,relative_frobenius,0.256524638439,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25A_vs_50M::layer_6,lens_pair,25A_vs_50M,cosine,0.967280233333,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25B_vs_50M::layer_13,lens_pair,25B_vs_50M,relative_frobenius,0.133020905249,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25B_vs_50M::layer_13,lens_pair,25B_vs_50M,cosine,0.991777650927,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25B_vs_50M::layer_20,lens_pair,25B_vs_50M,relative_frobenius,0.0715677926243,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25B_vs_50M::layer_20,lens_pair,25B_vs_50M,cosine,0.997594216579,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_variability,25B_vs_50M::layer_6,lens_pair,25B_vs_50M,relative_frobenius,0.256524655641,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_replicate_cosine,25B_vs_50M::layer_6,lens_pair,25B_vs_50M,cosine,0.970951688737,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_heldout_apply_stability,25A_vs_25B,lens_pair,25A_vs_25B,heldout_topk_overlap,0.74,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_heldout_apply_stability,25A_vs_25B,lens_pair,25A_vs_25B,heldout_rank_correlation,0.955509027115,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_heldout_apply_stability,25A_vs_50M,lens_pair,25A_vs_50M,heldout_topk_overlap,0.866666666667,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_heldout_apply_stability,25A_vs_50M,lens_pair,25A_vs_50M,heldout_rank_correlation,0.988387439726,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_heldout_apply_stability,25B_vs_50M,lens_pair,25B_vs_50M,heldout_topk_overlap,0.853333333333,measured,
20260725T174743Z,phase05c-jlens-disjoint,track-a1,fig_heldout_apply_stability,25B_vs_50M,lens_pair,25B_vs_50M,heldout_rank_correlation,0.98860089548,measured,
